PlayerName,PlayerUID,InferredRace,RaceConfidence,InferredAge,InferredEmotion,EmotionConfidence,PlayerHeightWeight,PlayerBirthdate,PlayerCollege,PlayerDraftInfo,PlayerOverallStatus,PlayerURL
Kingsley Enagbare,s:20~l:28~a:4362840,Black,10000.00%,27,Happy,9996.35%,"6' 4"", 258 lbs",1/18/2000 (25),South Carolina,"2022: Rd 5, Pk 179 (GB)",Active,https://www.espn.com/nfl/player/_/id/4362840/kingsley-enagbare
Ben Sims,s:20~l:28~a:4373030,White,9775.34%,29,Happy,9507.43%,"6' 5"", 250 lbs",5/16/2000 (25),Baylor,N/A,Active,https://www.espn.com/nfl/player/_/id/4373030/ben-sims
Karl Brooks,s:20~l:28~a:4373423,Black,8907.65%,30,Neutral,9991.89%,"6' 3"", 296 lbs",5/8/2000 (25),Bowling Green,"2023: Rd 6, Pk 179 (GB)",Active,https://www.espn.com/nfl/player/_/id/4373423/karl-brooks
Kitan Oladapo,s:20~l:28~a:4374037,Black,10000.00%,27,Neutral,9998.48%,"6' 2"", 216 lbs",10/10/2000 (24),Oregon St,"2024: Rd 5, Pk 169 (GB)",Active,https://www.espn.com/nfl/player/_/id/4374037/kitan-oladapo
John FitzPatrick,s:20~l:28~a:4379401,White,9999.99%,29,Happy,9998.75%,"6' 7"", 262 lbs",3/9/2000 (25),Georgia,"2022: Rd 6, Pk 213 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4379401/john-fitzpatrick
Quay Walker,s:20~l:28~a:4379416,Black,10000.00%,25,Neutral,9999.88%,"6' 4"", 241 lbs",5/8/2000 (25),Georgia,"2022: Rd 1, Pk 22 (GB)",Active,https://www.espn.com/nfl/player/_/id/4379416/quay-walker
Gregory Junior,s:20~l:28~a:4400960,Black,9999.95%,25,Happy,9439.71%,"6' 0"", 203 lbs",6/21/1999 (25),Ouachita,"2022: Rd 6, Pk 197 (JAX)",Active,https://www.espn.com/nfl/player/_/id/4400960/gregory-junior
Matt Orzech,s:20~l:28~a:4422336,White,6811.02%,30,Happy,9970.41%,"6' 3"", 245 lbs",4/12/1995 (30),Azusa Pacific,N/A,Active,https://www.espn.com/nfl/player/_/id/4422336/matt-orzech
Sean Rhyan,s:20~l:28~a:4426411,White,4309.96%,24,Happy,9935.62%,"6' 5"", 321 lbs",9/15/2000 (24),UCLA,"2022: Rd 3, Pk 92 (GB)",Active,https://www.espn.com/nfl/player/_/id/4426411/sean-rhyan
Cornelius Johnson,s:20~l:28~a:4426479,Black,10000.00%,24,Happy,9996.51%,"6' 3"", 212 lbs",11/29/2000 (24),Michigan,"2024: Rd 7, Pk 253 (LAC)",Active,https://www.espn.com/nfl/player/_/id/4426479/cornelius-johnson
Brant Banks,s:20~l:28~a:4426623,White,9979.66%,36,Happy,9860.72%,"6' 7"", 306 lbs",5/1/2000 (25),Rice,N/A,Active,https://www.espn.com/nfl/player/_/id/4426623/brant-banks
Omar Brown,s:20~l:28~a:4426794,Black,6994.98%,26,Neutral,10000.00%,"6' 1"", 205 lbs",10/12/2000 (24),Nebraska,N/A,Active,https://www.espn.com/nfl/player/_/id/4426794/omar-brown
Kamal Hadden,s:20~l:28~a:4427356,Black,9999.75%,26,Neutral,9999.94%,"6' 1"", 192 lbs",1/17/2001 (24),Tennessee,"2024: Rd 6, Pk 211 (KC)",Active,https://www.espn.com/nfl/player/_/id/4427356/kamal-hadden
Tyron Herring,s:20~l:28~a:4427461,Black,10000.00%,24,Happy,9551.13%,"6' 1"", 201 lbs",N/A,Delaware,N/A,Active,https://www.espn.com/nfl/player/_/id/4427461/tyron-herring
Jacob Monk,s:20~l:28~a:4428037,Black,9992.30%,24,Neutral,9058.58%,"6' 3"", 308 lbs",6/4/2001 (24),Duke,"2024: Rd 5, Pk 163 (GB)",Active,https://www.espn.com/nfl/player/_/id/4428037/jacob-monk
Luke Musgrave,s:20~l:28~a:4428085,White,9346.45%,31,Neutral,9608.50%,"6' 6"", 253 lbs",9/2/2000 (24),Oregon St,"2023: Rd 2, Pk 42 (GB)",Active,https://www.espn.com/nfl/player/_/id/4428085/luke-musgrave
Dontayvion Wicks,s:20~l:28~a:4428850,Black,10000.00%,24,Neutral,9670.19%,"6' 1"", 206 lbs",6/16/2001 (24),Virginia,"2023: Rd 5, Pk 159 (GB)",Active,https://www.espn.com/nfl/player/_/id/4428850/dontayvion-wicks
Evan Williams,s:20~l:28~a:4428863,Latino Hispanic,4184.40%,23,Happy,5971.75%,"5' 11"", 200 lbs",7/28/2001 (23),Oregon,"2024: Rd 4, Pk 111 (GB)",Active,https://www.espn.com/nfl/player/_/id/4428863/evan-williams
MarShawn Lloyd,s:20~l:28~a:4429023,Black,10000.00%,26,Happy,9999.82%,"5' 9"", 220 lbs",1/5/2001 (24),USC,"2024: Rd 3, Pk 88 (GB)",Active,https://www.espn.com/nfl/player/_/id/4429023/marshawn-lloyd
Warren Brinson,s:20~l:28~a:4429136,White,8025.34%,41,Neutral,9181.20%,"6' 5"", 315 lbs",2/4/2002 (23),Georgia,"2025: Rd 6, Pk 198 (GB)",Active,https://www.espn.com/nfl/player/_/id/4429136/warren-brinson
Nazir Stackhouse,s:20~l:28~a:4429142,Black,9946.08%,35,Happy,9862.26%,"6' 4"", 327 lbs",N/A,Georgia,N/A,Active,https://www.espn.com/nfl/player/_/id/4429142/nazir-stackhouse
James Ester,s:20~l:28~a:4429576,Black,10000.00%,30,Happy,9998.61%,"6' 3"", 289 lbs",8/30/2001 (23),N Illinois,N/A,Active,https://www.espn.com/nfl/player/_/id/4429576/james-ester
Edgerrin Cooper,s:20~l:28~a:4430438,Black,10000.00%,24,Neutral,5423.53%,"6' 2"", 229 lbs",11/17/2001 (23),Texas A&M,"2024: Rd 2, Pk 45 (GB)",Active,https://www.espn.com/nfl/player/_/id/4430438/edgerrin-cooper
Carrington Valentine,s:20~l:28~a:4430965,Black,10000.00%,25,Neutral,9999.53%,"6' 0"", 189 lbs",9/9/2001 (23),Kentucky,"2023: Rd 7, Pk 232 (GB)",Active,https://www.espn.com/nfl/player/_/id/4430965/carrington-valentine
Kalen King,s:20~l:28~a:4431433,Black,10000.00%,31,Neutral,9992.12%,"5' 11"", 190 lbs",1/28/2003 (22),Penn State,"2024: Rd 7, Pk 255 (GB)",QUESTIONABLE,https://www.espn.com/nfl/player/_/id/4431433/kalen-king
Savion Williams,s:20~l:28~a:4431487,Black,9984.84%,24,Neutral,9471.72%,"6' 4"", 222 lbs",11/22/2001 (23),TCU,"2025: Rd 3, Pk 87 (GB)",Active,https://www.espn.com/nfl/player/_/id/4431487/savion-williams
Colby Wooden,s:20~l:28~a:4567224,Black,10000.00%,26,Happy,9999.99%,"6' 4"", 273 lbs",12/21/2000 (24),Auburn,"2023: Rd 4, Pk 116 (GB)",Active,https://www.espn.com/nfl/player/_/id/4567224/colby-wooden
Ty'Ron Hopper,s:20~l:28~a:4567406,Black,10000.00%,23,Neutral,9998.99%,"6' 2"", 228 lbs",4/26/2001 (24),Missouri,"2024: Rd 3, Pk 91 (GB)",Active,https://www.espn.com/nfl/player/_/id/4567406/tyron-hopper
Tucker Kraft,s:20~l:28~a:4572680,White,6978.82%,29,Happy,9997.67%,"6' 5"", 259 lbs",11/3/2000 (24),S Dakota St,"2023: Rd 3, Pk 78 (GB)",Active,https://www.espn.com/nfl/player/_/id/4572680/tucker-kraft
Sam Brown Jr.,s:20~l:28~a:4587977,Black,9987.86%,26,Neutral,9884.33%,"6' 2"", 200 lbs",N/A,Miami,N/A,Active,https://www.espn.com/nfl/player/_/id/4587977/sam-brown-jr
Collin Oliver,s:20~l:28~a:4683059,Black,9999.70%,32,Happy,9999.54%,"6' 2"", 240 lbs",9/23/2002 (22),Oklahoma St,"2025: Rd 5, Pk 159 (GB)",Active,https://www.espn.com/nfl/player/_/id/4683059/collin-oliver
Barryn Sorrell,s:20~l:28~a:4683643,Black,10000.00%,29,Happy,7575.02%,"6' 3"", 256 lbs",12/22/2002 (22),Texas,"2025: Rd 4, Pk 124 (GB)",Active,https://www.espn.com/nfl/player/_/id/4683643/barryn-sorrell
Lukas Van Ness,s:20~l:28~a:4686906,White,9976.84%,24,Neutral,6497.71%,"6' 5"", 272 lbs",7/6/2001 (23),Iowa,"2023: Rd 1, Pk 13 (GB)",Active,https://www.espn.com/nfl/player/_/id/4686906/lukas-van-ness
Javon Bullard,s:20~l:28~a:4688930,Black,10000.00%,26,Neutral,9999.17%,"5' 10"", 198 lbs",9/5/2002 (22),Georgia,"2024: Rd 2, Pk 58 (GB)",Active,https://www.espn.com/nfl/player/_/id/4688930/javon-bullard
Malik Heath,s:20~l:28~a:4689334,Black,9996.17%,28,Neutral,9934.01%,"6' 2"", 213 lbs",3/31/2000 (25),Ole Miss,N/A,Active,https://www.espn.com/nfl/player/_/id/4689334/malik-heath
Micah Robinson,s:20~l:28~a:4695280,Black,5493.83%,22,Neutral,7134.69%,"5' 11"", 185 lbs",2/5/2002 (23),Tulane,"2025: Rd 7, Pk 237 (GB)",Active,https://www.espn.com/nfl/player/_/id/4695280/micah-robinson
Matthew Golden,s:20~l:28~a:4701936,Black,9981.35%,23,Happy,9749.12%,"5' 11"", 191 lbs",8/1/2003 (21),Texas,"2025: Rd 1, Pk 23 (GB)",Active,https://www.espn.com/nfl/player/_/id/4701936/matthew-golden
Johnathan Baldwin,s:20~l:28~a:4709980,Black,9998.29%,27,Neutral,9999.95%,"6' 0"", 190 lbs",N/A,UNLV,N/A,Active,https://www.espn.com/nfl/player/_/id/4709980/johnathan-baldwin
Anthony Belton,s:20~l:28~a:4873706,Black,10000.00%,34,Happy,10000.00%,"6' 6"", 335 lbs",2/23/2001 (24),NC State,"2025: Rd 2, Pk 54 (GB)",Active,https://www.espn.com/nfl/player/_/id/4873706/anthony-belton
Kahzir Brown,s:20~l:28~a:4877862,Black,9993.51%,29,Happy,9975.54%,"6' 1"", 223 lbs",N/A,FAU,N/A,Active,https://www.espn.com/nfl/player/_/id/4877862/kahzir-brown
Emanuel Wilson,s:20~l:28~a:4887558,Black,10000.00%,25,Neutral,9993.26%,"5' 10"", 226 lbs",5/8/1999 (26),Ft Valley,N/A,Active,https://www.espn.com/nfl/player/_/id/4887558/emanuel-wilson
Taylor Elgersma,s:20~l:28~a:5278103,N/A (Scrape Failed),0.00%,N/A (Scrape Failed),N/A (Scrape Failed),0.00%,N/A (Bio Scrape Failed),N/A (Bio Scrape Failed),N/A (Bio Scrape Failed),N/A (Bio Scrape Failed),N/A (Bio Scrape Failed),https://www.espn.com/nfl/player/_/id/5278103/taylor-elgersma
Jimmie Ward,s:20~l:28~a:16717,Black,10000.00%,30,Happy,9216.24%,"5' 11"", 193 lbs",7/18/1991 (33),N Illinois,"2014: Rd 1, Pk 30 (SF)",QUESTIONABLE,https://www.espn.com/nfl/player/_/id/16717/jimmie-ward
Denico Autry,s:20~l:28~a:17447,Black,10000.00%,31,Neutral,9999.42%,"6' 5"", 285 lbs",7/15/1990 (34),Miss St,N/A,Active,https://www.espn.com/nfl/player/_/id/17447/denico-autry
Laken Tomlinson,s:20~l:28~a:2512477,Black,10000.00%,32,Happy,9481.88%,"6' 3"", 323 lbs",2/9/1992 (33),Duke,"2015: Rd 1, Pk 28 (DET)",Active,https://www.espn.com/nfl/player/_/id/2512477/laken-tomlinson
Mario Edwards Jr.,s:20~l:28~a:2969921,Black,10000.00%,29,Neutral,8740.69%,"6' 3"", 280 lbs",1/25/1994 (31),FSU,"2015: Rd 2, Pk 35 (OAK)",Active,https://www.espn.com/nfl/player/_/id/2969921/mario-edwards-jr
Sheldon Rankins,s:20~l:28~a:2970204,Black,9936.28%,27,Neutral,9999.68%,"6' 2"", 305 lbs",4/2/1994 (31),Louisville,"2016: Rd 1, Pk 12 (NO)",Active,https://www.espn.com/nfl/player/_/id/2970204/sheldon-rankins
Ka'imi Fairbairn,s:20~l:28~a:2971573,Latino Hispanic,4552.52%,26,Happy,9942.83%,"6' 0"", 183 lbs",1/29/1994 (31),UCLA,N/A,Active,https://www.espn.com/nfl/player/_/id/2971573/kaimi-fairbairn
Danielle Hunter,s:20~l:28~a:2976560,Black,10000.00%,29,Neutral,9999.98%,"6' 5"", 263 lbs",10/29/1994 (30),LSU,"2015: Rd 3, Pk 88 (MIN)",Active,https://www.espn.com/nfl/player/_/id/2976560/danielle-hunter
Trent Brown,s:20~l:28~a:3043109,Black,10000.00%,34,Happy,6142.53%,"6' 8"", 380 lbs",4/13/1993 (32),Florida,"2015: Rd 7, Pk 244 (SF)",Active,https://www.espn.com/nfl/player/_/id/3043109/trent-brown
Folorunso Fatukasi,s:20~l:28~a:3045172,Black,10000.00%,29,Neutral,8952.16%,"6' 4"", 318 lbs",3/4/1995 (30),UConn,"2018: Rd 6, Pk 180 (NYJ)",Active,https://www.espn.com/nfl/player/_/id/3045172/folorunso-fatukasi
E.J. Speed,s:20~l:28~a:3071353,Black,10000.00%,26,Neutral,10000.00%,"6' 4"", 227 lbs",6/1/1995 (30),Tarleton St,"2019: Rd 5, Pk 164 (IND)",Active,https://www.espn.com/nfl/player/_/id/3071353/ej-speed
Cam Robinson,s:20~l:28~a:3115313,Black,10000.00%,31,Neutral,9999.95%,"6' 6"", 335 lbs",10/9/1995 (29),Alabama,"2017: Rd 2, Pk 34 (JAX)",Active,https://www.espn.com/nfl/player/_/id/3115313/cam-robinson
Derek Barnett,s:20~l:28~a:3115336,White,7698.15%,35,Neutral,7716.08%,"6' 3"", 259 lbs",6/25/1996 (28),Tennessee,"2017: Rd 1, Pk 14 (PHI)",Active,https://www.espn.com/nfl/player/_/id/3115336/derek-barnett
Jakob Johnson,s:20~l:28~a:3115349,Indian,4414.81%,25,Neutral,9731.26%,"6' 3"", 255 lbs",12/15/1994 (30),Tennessee,N/A,Active,https://www.espn.com/nfl/player/_/id/3115349/jakob-johnson
Joe Mixon,s:20~l:28~a:3116385,Black,10000.00%,29,Happy,6865.07%,"6' 1"", 220 lbs",7/24/1996 (28),Oklahoma,"2017: Rd 2, Pk 48 (CIN)",QUESTIONABLE,https://www.espn.com/nfl/player/_/id/3116385/joe-mixon
M.J. Stewart,s:20~l:28~a:3116679,Black,10000.00%,28,Happy,9221.78%,"5' 11"", 205 lbs",9/16/1995 (29),UNC,"2018: Rd 2, Pk 53 (TB)",Active,https://www.espn.com/nfl/player/_/id/3116679/mj-stewart
Dalton Schultz,s:20~l:28~a:3117256,White,9995.62%,32,Happy,6918.52%,"6' 5"", 242 lbs",7/11/1996 (28),Stanford,"2018: Rd 4, Pk 137 (DAL)",Active,https://www.espn.com/nfl/player/_/id/3117256/dalton-schultz
Justin Watson,s:20~l:28~a:3118892,White,9882.49%,23,Happy,9944.54%,"6' 2"", 215 lbs",4/4/1996 (29),Penn,"2018: Rd 5, Pk 144 (TB)",Active,https://www.espn.com/nfl/player/_/id/3118892/justin-watson
Braxton Berrios,s:20~l:28~a:3123075,White,9997.68%,29,Neutral,6911.89%,"5' 9"", 185 lbs",10/6/1995 (29),Miami,"2018: Rd 6, Pk 210 (NE)",QUESTIONABLE,https://www.espn.com/nfl/player/_/id/3123075/braxton-berrios
Nick Chubb,s:20~l:28~a:3128720,White,7132.75%,33,Neutral,9999.05%,"5' 11"", 227 lbs",12/27/1995 (29),Georgia,"2018: Rd 2, Pk 35 (CLE)",Active,https://www.espn.com/nfl/player/_/id/3128720/nick-chubb
Tytus Howard,s:20~l:28~a:3131498,Black,9113.84%,28,Happy,9877.56%,"6' 5"", 322 lbs",5/23/1996 (29),Alabama State,"2019: Rd 1, Pk 23 (HOU)",Active,https://www.espn.com/nfl/player/_/id/3131498/tytus-howard
Tremon Smith,s:20~l:28~a:3134448,Black,10000.00%,26,Happy,9996.06%,"5' 11"", 190 lbs",7/20/1996 (28),Cent Arkansas,"2018: Rd 6, Pk 196 (KC)",Active,https://www.espn.com/nfl/player/_/id/3134448/tremon-smith
D'Angelo Ross,s:20~l:28~a:3139389,Black,9982.79%,26,Happy,8922.67%,"5' 9"", 190 lbs",10/29/1993 (31),New Mexico,N/A,Active,https://www.espn.com/nfl/player/_/id/3139389/dangelo-ross
Christian Kirk,s:20~l:28~a:3895856,Latino Hispanic,3628.16%,22,Happy,8418.06%,"5' 11"", 200 lbs",11/18/1996 (28),Texas A&M,"2018: Rd 2, Pk 47 (ARI)",Active,https://www.espn.com/nfl/player/_/id/3895856/christian-kirk
Darrell Taylor,s:20~l:28~a:3915396,Black,10000.00%,32,Neutral,9996.86%,"6' 4"", 255 lbs",3/24/1997 (28),Tennessee,"2020: Rd 2, Pk 48 (SEA)",Active,https://www.espn.com/nfl/player/_/id/3915396/darrell-taylor
Tommy Townsend,s:20~l:28~a:3915398,White,9158.78%,27,Happy,9998.91%,"6' 1"", 191 lbs",11/12/1996 (28),Florida,N/A,Active,https://www.espn.com/nfl/player/_/id/3915398/tommy-townsend
Azeez Al-Shaair,s:20~l:28~a:3919117,Black,10000.00%,25,Happy,9966.17%,"6' 2"", 228 lbs",8/4/1997 (27),FAU,N/A,Active,https://www.espn.com/nfl/player/_/id/3919117/azeez-al-shaair
Tim Settle Jr.,s:20~l:28~a:3929956,Black,9999.51%,33,Happy,9969.63%,"6' 3"", 313 lbs",7/11/1997 (27),VT,"2018: Rd 5, Pk 163 (WSH)",Active,https://www.espn.com/nfl/player/_/id/3929956/tim-settle-jr
Casey Toohill,s:20~l:28~a:3931408,White,10000.00%,24,Happy,9989.36%,"6' 5"", 250 lbs",8/21/1996 (28),Stanford,"2020: Rd 7, Pk 233 (PHI)",Active,https://www.espn.com/nfl/player/_/id/3931408/casey-toohill
Jake Hansen,s:20~l:28~a:4033812,White,9859.46%,23,Happy,9864.04%,"6' 1"", 230 lbs",6/19/1998 (27),Illinois,N/A,Active,https://www.espn.com/nfl/player/_/id/4033812/jake-hansen
Tucker Addington,s:20~l:28~a:4034729,White,9995.36%,31,Happy,8618.64%,"6' 2"", 230 lbs",7/16/1997 (27),Sam Houston,N/A,Active,https://www.espn.com/nfl/player/_/id/4034729/tucker-addington
C.J. Gardner-Johnson,s:20~l:28~a:4034953,Black,9999.68%,30,Happy,9654.49%,"5' 11"", 208 lbs",12/20/1997 (27),Florida,"2019: Rd 4, Pk 105 (NO)",Active,https://www.espn.com/nfl/player/_/id/4034953/cj-gardner-johnson
Nick Niemann,s:20~l:28~a:4036141,White,9997.86%,23,Happy,9951.60%,"6' 3"", 234 lbs",12/2/1997 (27),Iowa,"2021: Rd 6, Pk 185 (LAC)",Active,https://www.espn.com/nfl/player/_/id/4036141/nick-niemann
Zach Thomas,s:20~l:28~a:4036834,White,7187.63%,27,Neutral,9027.81%,"6' 5"", 308 lbs",5/26/1998 (27),San Diego St,"2022: Rd 6, Pk 186 (CHI)",Active,https://www.espn.com/nfl/player/_/id/4036834/zach-thomas
Myles Bryant,s:20~l:28~a:4039010,Black,3357.75%,25,Happy,9998.95%,"5' 9"", 192 lbs",1/2/1998 (27),Washington,N/A,Active,https://www.espn.com/nfl/player/_/id/4039010/myles-bryant
Russ Yeast,s:20~l:28~a:4240071,Asian,9844.77%,33,Sad,8139.64%,"5' 10"", 195 lbs",5/8/1999 (26),Kansas St,"2022: Rd 7, Pk 253 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4240071/russ-yeast
Jalen Pitre,s:20~l:28~a:4241223,Black,9888.62%,25,Neutral,9559.50%,"6' 0"", 200 lbs",6/3/1999 (26),Baylor,"2022: Rd 2, Pk 37 (HOU)",Active,https://www.espn.com/nfl/player/_/id/4241223/jalen-pitre
Ed Ingram,s:20~l:28~a:4242227,Black,10000.00%,32,Neutral,9999.30%,"6' 3"", 307 lbs",2/11/1999 (26),LSU,"2022: Rd 2, Pk 59 (MIN)",Active,https://www.espn.com/nfl/player/_/id/4242227/ed-ingram
Austin Deculus,s:20~l:28~a:4242229,White,3023.09%,24,Neutral,3448.10%,"6' 5"", 321 lbs",3/12/1999 (26),LSU,"2022: Rd 6, Pk 205 (HOU)",Active,https://www.espn.com/nfl/player/_/id/4242229/austin-deculus
Johnny Johnson III,s:20~l:28~a:4242504,Black,9996.58%,23,Neutral,9699.82%,"6' 1"", 199 lbs",5/4/1999 (26),Oregon,N/A,Active,https://www.espn.com/nfl/player/_/id/4242504/johnny-johnson-iii
Davis Mills,s:20~l:28~a:4242546,White,9963.97%,21,Happy,9992.22%,"6' 4"", 225 lbs",10/21/1998 (26),Stanford,"2021: Rd 3, Pk 67 (HOU)",Active,https://www.espn.com/nfl/player/_/id/4242546/davis-mills
Nico Collins,s:20~l:28~a:4258173,Black,10000.00%,30,Happy,9991.37%,"6' 4"", 222 lbs",3/19/1999 (26),Michigan,"2021: Rd 3, Pk 89 (HOU)",Active,https://www.espn.com/nfl/player/_/id/4258173/nico-collins
Kurt Hinish,s:20~l:28~a:4258594,White,5732.39%,30,Happy,9976.44%,"6' 1"", 296 lbs",4/27/1999 (26),Notre Dame,N/A,Active,https://www.espn.com/nfl/player/_/id/4258594/kurt-hinish
Dameon Pierce,s:20~l:28~a:4360238,Black,3927.63%,43,Happy,9835.73%,"5' 10"", 215 lbs",2/19/2000 (25),Florida,"2022: Rd 4, Pk 107 (HOU)",Active,https://www.espn.com/nfl/player/_/id/4360238/dameon-pierce
Jaylon Thomas,s:20~l:28~a:4360561,Black,10000.00%,32,Happy,8367.07%,"6' 5"", 311 lbs",3/31/2000 (25),SMU,N/A,Active,https://www.espn.com/nfl/player/_/id/4360561/jaylon-thomas
Tommy Togiai,s:20~l:28~a:4361366,Indian,3684.26%,27,Happy,7769.19%,"6' 2"", 296 lbs",9/19/1999 (25),Ohio State,"2021: Rd 4, Pk 132 (CLE)",Active,https://www.espn.com/nfl/player/_/id/4361366/tommy-togiai
Juice Scruggs,s:20~l:28~a:4361425,Latino Hispanic,4731.49%,29,Neutral,9992.05%,"6' 3"", 310 lbs",1/19/2000 (25),Penn State,"2023: Rd 2, Pk 62 (HOU)",Active,https://www.espn.com/nfl/player/_/id/4361425/juice-scruggs
Solomon Byrd,s:20~l:28~a:4361689,Black,10000.00%,32,Neutral,9999.88%,"6' 3"", 250 lbs",12/1/1999 (25),USC,"2024: Rd 7, Pk 238 (HOU)",Active,https://www.espn.com/nfl/player/_/id/4361689/solomon-byrd
Brevin Jordan,s:20~l:28~a:4362504,Black,10000.00%,23,Happy,7377.17%,"6' 3"", 245 lbs",7/16/2000 (24),Miami,"2021: Rd 5, Pk 147 (HOU)",Active,https://www.espn.com/nfl/player/_/id/4362504/brevin-jordan
Jake Andrews,s:20~l:28~a:4362732,White,9359.48%,24,Happy,9848.17%,"6' 3"", 308 lbs",11/11/1999 (25),Troy,"2023: Rd 4, Pk 107 (NE)",Active,https://www.espn.com/nfl/player/_/id/4362732/jake-andrews
Tank Dell,s:20~l:28~a:4366031,Black,10000.00%,23,Happy,9697.27%,"5' 10"", 165 lbs",10/29/1999 (25),Houston,"2023: Rd 3, Pk 69 (HOU)",QUESTIONABLE,https://www.espn.com/nfl/player/_/id/4366031/tank-dell
Jarrett Patterson,s:20~l:28~a:4372774,White,6785.77%,23,Happy,4258.74%,"6' 4"", 310 lbs",9/1/1999 (25),Notre Dame,"2023: Rd 6, Pk 201 (HOU)",Active,https://www.espn.com/nfl/player/_/id/4372774/jarrett-patterson
Dylan Horton,s:20~l:28~a:4374066,Black,10000.00%,28,Happy,9194.84%,"6' 4"", 275 lbs",8/21/2000 (24),TCU,"2023: Rd 4, Pk 109 (HOU)",Active,https://www.espn.com/nfl/player/_/id/4374066/dylan-horton
Xavier Johnson,s:20~l:28~a:4385430,Black,6354.00%,29,Surprise,6054.75%,"6' 1"", 204 lbs",5/11/1999 (26),Ohio State,N/A,Active,https://www.espn.com/nfl/player/_/id/4385430/xavier-johnson
Graham Mertz,s:20~l:28~a:4426335,White,7475.74%,23,Happy,9960.18%,"6' 2"", 216 lbs",12/6/2000 (24),Florida,"2025: Rd 6, Pk 197 (HOU)",Active,https://www.espn.com/nfl/player/_/id/4426335/graham-mertz
Henry To'oTo'o,s:20~l:28~a:4426350,Latino Hispanic,2884.03%,24,Happy,9968.83%,"6' 2"", 228 lbs",1/5/2001 (24),Alabama,"2023: Rd 5, Pk 167 (HOU)",Active,https://www.espn.com/nfl/player/_/id/4426350/henry-tootoo
Derek Stingley Jr.,s:20~l:28~a:4426434,Black,9999.96%,28,Neutral,9999.95%,"6' 1"", 195 lbs",6/20/2001 (23),LSU,"2022: Rd 1, Pk 3 (HOU)",Active,https://www.espn.com/nfl/player/_/id/4426434/derek-stingley-jr
Cade Stover,s:20~l:28~a:4426496,White,9210.19%,26,Happy,9960.43%,"6' 4"", 251 lbs",6/12/2000 (25),Ohio State,"2024: Rd 4, Pk 123 (HOU)",Active,https://www.espn.com/nfl/player/_/id/4426496/cade-stover
Eli Cox,s:20~l:28~a:4426981,White,9616.20%,32,Neutral,5114.10%,"6' 4"", 309 lbs",N/A,Kentucky,N/A,Active,https://www.espn.com/nfl/player/_/id/4426981/eli-cox
LaDarius Henderson,s:20~l:28~a:4427448,Black,10000.00%,32,Happy,9870.53%,"6' 4"", 309 lbs",12/11/2001 (23),Michigan,"2024: Rd 7, Pk 249 (HOU)",Active,https://www.espn.com/nfl/player/_/id/4427448/ladarius-henderson
Jamal Hill,s:20~l:28~a:4427479,Black,10000.00%,26,Neutral,9937.81%,"6' 0"", 227 lbs",4/1/2001 (24),Oregon,"2024: Rd 6, Pk 188 (HOU)",Active,https://www.espn.com/nfl/player/_/id/4427479/jamal-hill
Kedon Slovis,s:20~l:28~a:4428512,White,9825.20%,23,Happy,9952.44%,"6' 2"", 223 lbs",4/11/2001 (24),BYU,N/A,Active,https://www.espn.com/nfl/player/_/id/4428512/kedon-slovis
Woody Marks,s:20~l:28~a:4429059,Black,10000.00%,25,Neutral,9999.98%,"5' 10"", 208 lbs",12/29/2000 (24),USC,"2025: Rd 4, Pk 116 (HOU)",Active,https://www.espn.com/nfl/player/_/id/4429059/woody-marks
Aireontae Ersery,s:20~l:28~a:4429693,Black,9989.08%,30,Happy,10000.00%,"6' 6"", 330 lbs",2/19/2002 (23),Minnesota,"2025: Rd 2, Pk 48 (HOU)",Active,https://www.espn.com/nfl/player/_/id/4429693/aireontae-ersery
Jared Wayne,s:20~l:28~a:4430681,Black,9938.79%,32,Happy,5552.86%,"6' 3"", 210 lbs",10/7/2000 (24),Pitt,N/A,Active,https://www.espn.com/nfl/player/_/id/4430681/jared-wayne
Calen Bullock,s:20~l:28~a:4431517,Black,3330.32%,39,Happy,9997.19%,"6' 3"", 190 lbs",4/30/2003 (22),USC,"2024: Rd 3, Pk 78 (HOU)",Active,https://www.espn.com/nfl/player/_/id/4431517/calen-bullock
Luke Lachey,s:20~l:28~a:4432338,White,9620.86%,23,Happy,10000.00%,"6' 6"", 247 lbs",6/29/2001 (23),Iowa,"2025: Rd 7, Pk 255 (HOU)",Active,https://www.espn.com/nfl/player/_/id/4432338/luke-lachey
C.J. Stroud,s:20~l:28~a:4432577,Latino Hispanic,2641.41%,23,Happy,9805.68%,"6' 3"", 218 lbs",10/3/2001 (23),Ohio State,"2023: Rd 1, Pk 2 (HOU)",Active,https://www.espn.com/nfl/player/_/id/4432577/cj-stroud
Blake Fisher,s:20~l:28~a:4432699,Black,9933.34%,28,Happy,9953.57%,"6' 6"", 312 lbs",3/25/2003 (22),Notre Dame,"2024: Rd 2, Pk 59 (HOU)",Active,https://www.espn.com/nfl/player/_/id/4432699/blake-fisher
Jaylen Reed,s:20~l:28~a:4432758,Black,9999.92%,29,Neutral,8778.56%,"6' 0"", 212 lbs",1/29/2003 (22),Purdue,"2025: Rd 6, Pk 187 (HOU)",Active,https://www.espn.com/nfl/player/_/id/4432758/jaylen-reed
